id,date,project id,expense_item_id,expense_type_id,price,budget_type_id,currency_id,note
1228,2015-08-09,2,8,2,0.25,1,1,AEON
1229,2015-08-09,2,4,2,27.5,1,1,Coconut
1230,2015-08-09,2,4,2,6.8,1,1,caf? lunch
1231,2015-08-09,2,3,2,10,1,1,grow
1232,2015-08-09,2,4,2,4.3,1,1,caf?
1233,2015-08-09,2,13,1,6,1,1,football
1234,2015-08-09,2,21,1,8,1,1,dinner
1235,2015-08-12,2,4,2,1,1,1,0
1236,2015-08-12,2,4,2,5,1,1,milk
1237,2015-08-13,2,4,2,1,1,1,lunch
1238,2015-08-13,2,2,1,4.375,1,1,books delivery
1239,2015-08-13,2,4,2,3.95,1,1,milk
1240,2015-08-14,2,4,2,1,1,1,lunch
1241,2015-08-15,2,21,1,60,1,1,with kazutaka san
1242,2015-08-16,2,4,2,1,1,1,lunch
1243,2015-08-16,2,4,2,3.5,1,1,xotique
1244,2015-08-16,2,4,2,5.4,1,1,xotique
1245,2015-08-16,2,13,1,6,1,1,footsal
1246,2015-08-16,2,21,1,6,1,1,dinner
1247,2015-08-16,2,13,1,10,1,1,massage
1248,2015-08-17,2,4,2,1,1,1,lunch
1249,2015-08-18,2,4,2,1,1,1,lunch
1250,2015-08-18,2,4,2,2.625,1,1,snack
1251,2015-08-19,2,4,2,1,1,1,lunch
1252,2015-08-18,2,21,1,10,1,1,dinner with mr kazutaka
1253,2015-08-20,2,4,2,2.5,1,1,lunch
1254,2015-08-20,1,1,2,715,2,1,0
1255,2015-08-20,1,17,2,341,2,1,electricty
1256,2015-08-20,1,15,2,249,2,1,0
1257,2015-08-21,2,4,2,1,1,1,lunch
1258,2015-08-21,2,3,2,15.6,1,1,0
1259,2015-08-21,2,4,2,9,1,1,dinner
1260,2015-08-22,2,4,2,5,1,1,lunch
1261,2015-08-22,2,4,2,2,1,1,dinner
1262,2015-08-23,2,8,2,0.25,1,1,AEON
1263,2015-08-23,2,8,2,3.5,1,1,gas
1264,2015-08-23,2,4,2,6.8,1,1,lunch
1265,2015-08-23,2,21,1,15.5,1,1,0
1266,2015-08-23,2,13,1,5.5,1,1,football
1267,2015-08-23,2,8,2,429,1,1,HIS
1268,2015-08-24,2,8,2,7,1,1,tuk tuk
1269,2015-08-24,2,21,1,42,1,1,dinner
1270,2015-08-24,2,8,2,4,1,1,tuk
1271,2015-08-24,2,21,1,240,1,1,cony
1272,2015-08-24,2,8,2,8,1,1,tuk
1273,2015-08-24,2,3,2,1.2,1,1,0
1274,2015-08-25,2,8,2,23.25,1,1,moto repair
1275,2015-08-25,2,4,2,11.25,1,1,dinner
1276,2015-08-26,2,4,2,1,1,1,lunch
1277,2015-08-26,2,2,1,7,1,1,key
1278,2015-08-26,2,4,2,8.5,1,1,0
1279,2015-08-26,2,21,1,58.5,1,1,0
1280,2015-08-26,2,4,2,20,1,1,0
1281,2015-08-27,2,4,2,1,1,1,lunch
1282,2015-08-28,2,4,2,1,1,1,lunch
1283,2015-08-28,1,20,1,130,2,1,dinner
1284,2015-08-29,2,4,2,9.5,1,1,dinner
1285,2015-08-30,2,4,2,5.5,1,1,lunch
1286,2015-08-30,2,8,2,0.25,1,1,0
1287,2015-08-30,2,8,2,439,1,1,0
1288,2015-08-30,2,4,2,2.25,1,1,0
1289,2015-08-30,2,4,2,5.6,1,1,0
1290,2015-08-30,2,13,1,5.75,1,1,0
1291,2015-08-30,2,21,1,22,1,1,0
1292,2015-08-31,2,4,2,8.15,1,1,0
1293,2015-08-31,2,4,2,1,1,1,0
1294,2015-08-31,2,2,1,39,1,1,template
1295,2015-08-31,1,8,2,60,2,1,0
1296,2015-08-31,1,12,2,50,2,1,tax
1297,2015-08-31,1,11,2,35,2,1,call
1298,2015-09-01,2,4,2,1,1,1,lunch
1299,2015-09-01,1,19,1,2500,2,1,salary tsubasa
1300,2015-09-02,2,4,2,5,1,1,lunch
1301,2015-09-02,2,4,2,3.95,1,1,snacks
1302,2015-09-03,2,4,2,1,1,1,lunch
1303,2015-09-04,2,4,2,1,1,1,lunch
1304,2015-09-04,1,19,1,1949,2,1,salary
1305,2015-09-04,2,21,1,32.5,1,1,dinner
1306,2015-09-04,2,21,1,148.5,1,1,shige
1307,2015-09-06,2,2,1,61,1,1,Theme wp
1308,2015-09-06,2,4,2,11,1,1,lunch
1309,2015-09-06,2,3,2,1,1,1,rain coat
1310,2015-09-06,1,8,2,3.5,2,1,gas
1311,2015-09-06,1,8,2,4,2,1,helmet
1312,2015-09-06,2,4,2,6.4,1,1,0
1313,2015-09-06,2,13,1,5.75,1,1,footsal
1314,2015-09-07,2,4,2,1,1,1,lunch
1315,2015-09-07,1,18,2,21,2,1,water
1316,2015-09-08,2,21,1,150,1,1,cony
1317,2015-09-09,2,21,1,1,1,1,0
1318,2015-09-09,2,4,2,10,1,1,0
1319,2015-09-09,2,21,1,310,1,1,0
1320,2015-09-10,2,21,1,27.5,1,1,0
1321,2015-09-10,2,3,2,0.625,1,1,0
1322,2015-09-10,2,4,2,4.2,1,1,0
1323,2015-09-10,1,2,1,13,2,1,0
1324,2015-09-11,2,4,2,1,1,1,0
1325,2015-09-12,2,4,2,6.5,1,1,lunch
1326,2015-09-12,2,4,2,10,1,1,banana
1327,2015-09-12,2,4,2,12.55,1,1,coffee
1328,2015-09-12,1,2,1,8,2,1,plastic bag
1329,2015-09-13,1,8,2,3.5,2,1,gas
1330,2015-09-13,2,4,2,3.6,1,1,eric kyser
1331,2015-09-13,2,3,2,10,1,1,hair cut
1332,2015-09-13,2,4,2,4.6,1,1,exiotic
1333,2015-09-13,2,13,1,5.5,1,1,footsal
1334,2015-09-13,2,21,1,15,1,1,dinner
1335,2015-09-13,2,9,3,20,1,1,KTV
1336,2015-09-13,2,3,2,8.45,1,1,contact liquid
1337,2015-09-14,2,4,2,1,1,1,lunch
1338,2015-09-14,2,8,2,5,1,1,tuk
1339,2015-09-14,2,21,1,65,1,1,0
1340,2015-09-14,2,8,2,5,1,1,0
1341,2015-09-14,2,8,2,8.15,1,1,0
1342,2015-09-15,2,21,1,115,1,1,0
1343,2015-09-17,1,15,2,249,2,1,0
1344,2015-09-17,2,4,2,1,1,1,lunch
1345,2015-09-19,1,20,1,125,2,1,0
1346,2015-09-19,2,4,2,10.8,1,1,0
1347,2015-09-19,2,4,2,6.5,1,1,lunch
1348,2015-09-19,2,4,2,5,1,1,dinner
1349,2015-09-20,2,8,2,0.25,1,1,0
1350,2015-09-20,2,21,1,66.15,1,1,coconut oil
1351,2015-09-20,2,4,2,7.3,1,1,lunch
1352,2015-09-20,2,4,2,6.5,1,1,0
1353,2015-09-20,2,13,1,6,1,1,footsal
1354,2015-09-21,2,4,2,10.5,1,1,dinner
1355,2015-09-22,2,4,2,3,1,1,0
1356,2015-09-23,2,8,2,0.375,1,1,0
1357,2015-09-23,2,21,1,18,1,1,0
1358,2015-09-23,2,4,2,7,1,1,0
1359,2015-09-24,2,4,2,7.5,1,1,0
1360,2015-09-24,2,4,2,7,1,1,0
1361,2015-09-25,1,1,2,715,2,1,0
1362,2015-09-25,1,17,2,312.225,2,1,electricity
1363,2015-09-25,2,4,2,1,1,1,0
1364,2015-09-25,1,12,2,50,2,1,tax
1365,2015-09-25,2,9,3,205,1,1,tax
1366,2015-09-25,2,4,2,1.5,1,1,0
1367,2015-09-26,2,4,2,6.5,1,1,lunch
1368,2015-09-26,2,4,2,4,1,1,0
1369,2015-09-27,2,8,2,0.25,1,1,0
1370,2015-09-27,2,8,2,439,1,1,to Fukuoka
1371,2015-09-27,2,4,2,4.4,1,1,0
1372,2015-09-27,2,4,2,2.5,1,1,0
1373,2015-09-27,2,4,2,4,1,1,0
1374,2015-09-27,2,3,2,35,1,1,0
1375,2015-09-27,2,13,1,6,1,1,0
1376,2015-09-28,2,4,2,1,1,1,0
1377,2015-09-28,2,4,2,11.5,1,1,0
1378,2015-09-28,2,21,1,13.5,1,1,0
1379,2015-09-29,2,4,2,1,1,1,0
1380,2015-09-29,2,4,2,19,1,1,0
1381,2015-09-30,2,4,2,1,1,1,0
1382,2015-09-30,1,8,2,60,2,1,0
1383,2015-09-30,1,11,2,35,2,1,0
1384,2015-10-01,1,19,1,2500,2,1,Tsubasa
1385,2015-10-01,2,4,2,1,1,1,0
1386,2015-10-02,2,8,2,5,1,1,0
1387,2015-10-02,2,4,2,5,1,1,0
1388,2015-10-02,2,21,1,30,1,1,0
1389,2015-10-03,2,21,1,48,1,1,0
1390,2015-10-03,2,8,2,0,1,1,4$
1391,2015-10-03,2,16,2,600,1,1,600->72000JPY
1392,2015-10-03,1,8,2,5,2,1,tuk
1393,2015-10-03,2,4,2,6,1,1,0
1394,2015-10-03,2,4,2,4,1,1,0
1395,2015-10-03,2,4,2,10,1,1,0
1396,2015-10-03,2,4,2,10,1,1,0
1397,2015-10-05,2,4,2,11,1,1,0
1398,2015-10-05,1,8,2,5,2,1,tuk
1399,2015-10-05,1,2,1,8.5,2,1,frame for patent
1400,2015-10-06,1,2,1,13,2,1,water server
1401,2015-10-06,2,8,2,0.25,1,1,AEON
1402,2015-10-06,2,4,2,2.4,1,1,0
1403,2015-10-06,2,21,1,32.5,1,1,0
1404,2015-10-06,2,4,2,3.4,1,1,0
1405,2015-10-06,2,21,1,52.8,1,1,0
1406,2015-10-07,2,8,2,0.25,1,1,0
1407,2015-10-07,2,8,2,3,1,1,0
1408,2015-10-07,2,4,2,10,1,1,0
1409,2015-10-07,2,3,2,6.55,1,1,0
1410,2015-10-08,2,4,2,1,1,1,0
1411,2015-10-09,2,4,2,1,1,1,0
1412,2015-10-09,2,8,2,7,1,1,0
1413,2015-10-10,2,4,2,10,1,1,0
1414,2015-10-10,2,4,2,10.5,1,1,0
1415,2015-10-10,2,8,2,3.2,1,1,0
1416,2015-10-10,2,4,2,2,1,1,0
1417,2015-10-10,2,4,2,5.5,1,1,0
1418,2015-10-10,2,16,2,1000,1,1,0
1419,2015-10-18,2,4,2,10.5,1,1,0
1420,2015-10-18,2,4,2,26,1,1,0
1421,2015-10-19,1,15,2,249,2,1,0
1422,2015-10-19,1,12,2,50,2,1,0
1423,2015-10-19,1,1,2,715,2,1,0
1424,2015-10-19,1,17,2,274,2,1,0
1425,2015-10-20,1,8,2,0.375,2,1,0
1426,2015-10-20,2,21,1,8,1,1,0
1427,2015-10-20,1,8,2,15,2,1,taxi from airport
1428,2015-10-20,2,4,2,2,1,1,0
1429,2015-10-20,2,3,2,20,1,1,0
1430,2015-10-20,2,16,2,417,1,1,0
1431,2015-10-20,2,7,3,60,1,1,0
1432,2015-10-21,2,16,2,835,1,1,0
1433,2015-10-05,1,19,1,2155,2,1,staff salary
1434,2015-10-21,1,8,2,60,2,1,moto rental
1435,2015-10-21,1,8,2,10,2,1,0
1436,2015-10-21,1,20,1,30,2,1,0
1437,2015-10-21,2,21,1,2,1,1,0
1438,2015-10-21,1,8,2,5,2,1,0
1439,2015-10-22,1,8,2,5,2,1,0
1440,2015-10-22,2,21,1,25,1,1,0
1441,2015-10-22,2,4,2,1,1,1,0
1442,2015-10-22,2,4,2,8,1,1,0
1443,2015-10-22,2,21,1,5,1,1,0
1444,2015-10-22,1,8,2,0.375,2,1,0
1445,2015-10-22,2,9,3,0,1,1,31$
1446,2015-10-22,2,8,2,10,1,1,0
1447,2015-10-22,2,8,2,10,1,1,0
1448,2015-10-22,2,16,2,500,1,1,0
1449,2015-10-22,2,16,2,500,1,1,0
1450,2015-10-23,1,8,2,32,2,1,0
1451,2015-10-24,2,4,2,10,1,1,0
1452,2015-10-24,2,21,1,15,1,1,0
1453,2015-10-27,2,3,2,12.9,1,1,0
1454,2015-10-28,1,2,1,2041,2,1,"PC 625*3, Hub 35, Lan $5*3,$3*2, UPS 55*2"
1455,2015-10-28,1,2,1,13,2,1,water server
1456,2015-10-28,2,4,2,1,1,1,0
1457,2015-10-28,2,4,2,15,1,1,0
1458,2015-10-29,1,2,1,28,2,1,7$*4 Extention Cord
1459,2015-10-29,2,8,2,7.5,1,1,0
1460,2015-10-29,2,21,1,90,1,1,0
1461,2015-10-29,2,8,2,9.5,1,1,0
1462,2015-10-30,2,8,2,5,1,1,0
1463,2015-10-30,2,21,1,8.03,1,1,0
1464,2015-10-30,2,21,1,51,1,1,0
1465,2015-10-30,2,21,1,32.65,1,1,0
1466,2015-10-30,2,21,1,10,1,1,0
1467,2015-10-30,2,8,2,6,1,1,0
1468,2015-10-31,2,8,2,5,1,1,0
1469,2015-10-31,2,21,1,14.5,1,1,0
1470,2015-10-31,2,8,2,2,1,1,0
1471,2015-10-31,2,13,1,51,1,1,0
1472,2015-10-31,2,8,2,2,1,1,0
1473,2015-10-31,2,21,1,45,1,1,0
1474,2015-10-31,2,8,2,10,1,1,0
1475,2015-10-31,1,11,2,35,2,1,0
1476,2015-11-01,1,8,2,2,2,1,0
1477,2015-11-01,2,21,1,45,1,1,malis lunch
1478,2015-11-01,1,8,2,6,2,1,0
1479,2015-11-01,2,13,1,15.5,1,1,footsal
1480,2015-11-01,1,8,2,1.25,2,1,0
1481,2015-11-01,1,8,2,10,2,1,0
1482,2015-11-01,2,8,2,2.25,1,1,0
1483,2015-11-01,2,8,2,10,1,1,0
1484,2015-11-01,2,4,2,2.6,1,1,0
1485,2015-11-02,1,2,1,62,2,1,fan
1486,2015-11-02,2,2,1,6.9,1,1,cup for staff
1487,2015-11-02,2,4,2,1,1,1,0
1488,2015-11-03,2,4,2,1,1,1,0
1489,2015-11-03,1,19,1,2500,2,1,0
1490,2015-11-04,2,2,1,200,1,1,training instruments
1491,2015-11-04,2,4,2,1,1,1,0
1492,2015-11-04,2,4,2,10,1,1,0
1493,2015-11-05,2,4,2,13,1,1,0
1494,2015-11-05,1,19,1,2187,2,1,0
1495,2015-11-06,2,4,2,1,1,1,0
1496,2015-11-07,1,11,2,35,2,1,0
1497,2015-11-07,2,4,2,1,1,1,0
1498,2015-11-07,2,13,1,6.13,1,1,0
1499,2015-11-08,2,4,2,3.5,1,1,0
1500,2015-11-08,2,3,2,28.35,1,1,0
1501,2015-11-09,2,4,2,4,1,1,0
1502,2015-11-10,2,4,2,1,1,1,0
1503,2015-11-11,2,4,2,1,1,1,0
1504,2015-11-11,2,4,2,7.5,1,1,0
1505,2015-11-11,2,20,1,20.5,1,1,english books
1506,2015-11-11,2,21,1,31,1,1,0
1507,2015-11-12,1,18,2,18,2,1,0
1508,2015-11-12,1,2,1,13,2,1,water server
1509,2015-11-12,1,2,1,40,2,1,Ink
1510,2015-11-12,2,4,2,10,1,1,0
1511,2015-11-13,2,4,2,1,1,1,0
1512,2015-11-11,1,8,2,0.25,2,1,post office
1513,2015-11-11,1,2,1,1.5,2,1,post office
1514,2015-11-14,2,4,2,1,1,1,0
1515,2015-11-15,2,8,2,3,1,1,0
1516,2015-11-15,2,21,1,175,1,1,0
1517,2015-11-15,2,4,2,6.38,1,1,0
1518,2015-11-15,2,4,2,4.75,1,1,0
1519,2015-11-15,2,8,2,0.25,1,1,0
1520,2015-11-15,1,8,2,488,2,1,0
1521,2015-11-15,2,4,2,2.8,1,1,0
1522,2015-11-15,2,13,1,28,1,1,0
1523,2015-11-15,2,13,1,5.25,1,1,0
1524,2015-11-15,2,9,3,6.75,1,1,0
1525,2015-11-15,1,15,2,249,2,1,0
1526,2015-11-15,1,17,2,326,2,1,0
1527,2015-11-15,1,12,2,50,2,1,0
1528,2015-11-15,1,1,2,715,2,1,0
1529,2015-11-15,2,20,1,55,1,1,0
1530,2015-11-17,2,8,2,8,1,1,0
1531,2015-11-17,2,4,2,5,1,1,0
1532,2015-11-17,2,21,1,100,1,1,0
1533,2015-11-18,2,21,1,3,1,1,0
1534,2015-11-18,2,16,2,55,1,1,0
1535,2015-11-19,2,4,2,1,1,1,0
1536,2015-11-19,2,4,2,26.15,1,1,0
1537,2015-11-20,2,4,2,17,1,1,0
1538,2015-11-21,2,8,2,325,1,1,0
1539,2015-11-21,2,16,2,200,1,1,0
1540,2015-11-23,2,8,2,2,1,1,0
1541,2015-11-23,2,4,2,3.5,1,1,0
1542,2015-11-20,2,4,2,5.18,1,1,0
1543,2015-11-23,2,8,2,84.17,1,1,0
1544,2015-11-23,2,8,2,4,1,1,0
1545,2015-11-23,2,4,2,1.5,1,1,0
1546,2015-11-26,2,8,2,3,1,1,0
1547,2015-11-26,2,4,2,5.25,1,1,0
1548,2015-11-27,2,4,2,1,1,1,0
1549,2015-11-27,1,2,1,13,2,1,water server
1550,2015-11-28,2,4,2,1,1,1,0
1551,2015-11-29,2,4,2,10,1,1,0
1552,2015-11-29,2,3,2,5,1,1,0
1553,2015-11-30,1,8,2,60,2,1,moto rental
1554,2015-12-01,2,4,2,1,1,1,0
1555,2015-12-01,1,2,1,7,2,1,bulb
1556,2015-12-01,2,21,1,33,1,1,with mineshima san
1557,2015-12-02,2,4,2,1,1,1,0
1558,2015-12-03,2,4,2,1,1,1,0
1559,2015-12-03,1,8,2,2.5,2,1,0
1560,2015-12-04,2,4,2,28.7,1,1,0
1561,2015-12-04,2,2,1,30,1,1,name card
1562,2015-12-05,2,4,2,1,1,1,0
1563,2015-12-05,1,19,1,4988,2,1,0
1564,2015-12-05,2,13,1,20.29,1,1,0
1565,2015-12-06,2,3,2,10,1,1,hair cut
1566,2015-12-06,2,4,2,3.75,1,1,0
1567,2015-12-06,1,21,1,88.5,2,1,survenir
1568,2015-12-06,2,4,2,3.99,1,1,0
1569,2015-12-06,2,4,2,13,1,1,0
1570,2015-12-06,2,21,1,15.95,1,1,0
1571,2015-12-07,1,8,2,8,2,1,0
1572,2015-12-07,1,8,2,3,2,1,tuk to airport
1573,2015-12-07,2,21,1,180,1,1,souvenir
1574,2015-12-07,2,21,1,45,1,1,whisky
1575,2015-12-07,2,4,2,2.5,1,1,coca
1576,2015-12-14,1,8,2,5,2,1,tuku to hous
1577,2015-12-15,2,4,2,1,1,1,0
1578,2015-12-15,1,2,1,14,2,1,water server
1579,2015-12-15,1,12,2,50,2,1,0
1580,2015-12-15,1,17,2,346.52,2,1,0
1581,2015-12-15,1,1,2,710,2,1,0
1582,2015-12-15,1,15,2,249,2,1,0
1583,2015-12-16,1,12,2,298,2,1,visa extension
1584,2015-12-16,1,8,2,3,2,1,0
1585,2015-12-16,2,4,2,8.5,1,1,0
1586,2015-12-17,2,4,2,3,1,1,0
1587,2015-12-17,2,4,2,0.6,1,1,0
1588,2015-12-17,2,3,2,6.5,1,1,0
1589,2015-12-18,2,4,2,1,1,1,0
1590,2015-12-19,2,20,1,95,1,1,0
1591,2015-12-19,1,20,1,225,2,1,15*15=225
1592,2015-12-20,2,2,1,59,1,1,Geocode cambodia
1593,2015-12-20,2,8,2,7,1,1,tuk
1594,2015-12-20,2,3,2,31.5,1,1,pp case
1595,2015-12-20,2,8,2,2,1,1,0
1596,2015-12-20,2,21,1,7,1,1,0
1597,2015-12-20,2,8,2,3,1,1,0
1598,2015-12-20,2,21,1,10,1,1,0
1599,2015-12-20,2,8,2,7,1,1,0
1600,2015-12-21,2,4,2,1,1,1,0
1601,2015-12-21,2,2,1,44,1,1,HDD
1602,2015-12-21,2,4,2,10,1,1,0
1603,2015-12-22,2,4,2,1,1,1,0
1604,2015-12-23,2,4,2,1,1,1,0
1605,2015-12-23,1,2,1,9,2,1,mouse
1606,2015-12-23,1,2,1,20,2,1,air conditioner clean
1607,2015-12-24,2,13,1,5.75,1,1,0
1608,2015-12-24,2,21,1,16.5,1,1,0
1609,2015-12-24,2,21,1,32.25,1,1,0
1610,2015-12-24,2,3,2,13.15,1,1,"tissue, "
1611,2015-12-25,1,2,1,14,2,1,water server
1612,2015-12-25,2,8,2,6.5,1,1,0
1613,2015-12-25,2,21,1,50,1,1,0
1614,2015-12-25,2,8,2,8.4,1,1,0
1615,2015-12-26,2,4,2,2.5,1,1,0
1616,2015-12-26,2,4,2,1.7,1,1,0
1617,2015-12-26,2,8,2,5,1,1,0
1618,2015-12-26,2,4,2,8.45,1,1,0
1619,2015-12-26,2,21,1,61,1,1,0
1620,2015-12-26,2,10,1,86.42,1,1,0
1621,2015-12-29,2,3,2,56.62,1,1,0
1622,2015-12-29,2,21,1,24.87,1,1,0
1623,2015-12-30,2,3,2,4.23,1,1,0
1624,2015-12-30,1,11,2,35,2,1,0
1625,2015-12-30,1,8,2,60,2,1,rental moto
